Single Threaded,,,Multi-Threaded,,,
Number,Time to complete (ms),,Number,Time to complete (ms),,
7740,0.6891,,7740,0.5732,,1.202198186
7741,1.5141,,7741,0.5551,,2.727616646
7742,1.7959,,7742,1.1232,,1.598913818
7743,1.7813,,7743,1.0876,,1.637826407
7744,0.8466,,7744,0.5298,,1.597961495
7745,0.9126,,7745,0.5863,,1.55654102
7746,0.7792,,7746,0.575,,1.355130435
7747,1.6447,,7747,1.0131,,1.623433027
7748,2.9135,,7748,1.6164,,1.802462262
7749,1.9082,,7749,1.0811,,1.765054112
7750,1.3975,,7750,0.5343,,2.615571776
7751,1.8208,,7751,1.0276,,1.771895679
7752,1.7136,,7752,1.1397,,1.503553567
7753,0.8635,,7753,0.6013,,1.436055214
7754,1.8724,,7754,0.5418,,3.455887781
7755,4.9899,,7755,1.063,,4.694167451
7756,1.5234,,7756,1.1444,,1.33117791
7757,1.4112,,7757,0.6555,,2.152860412
7758,1.0043,,7758,0.5473,,1.835008222
7759,1.1935,,7759,0.5974,,1.997823904
7760,0.9131,,7760,0.5719,,1.596607799
7761,3.0674,,7761,1.6701,,1.836656488
7762,0.8687,,7762,0.5201,,1.67025572
7763,2.3003,,7763,1.0606,,2.168866679
7764,2.1559,,7764,0.5504,,3.916969477
7765,0.8539,,7765,0.5919,,1.442642338
7766,2.3725,,7766,1.0464,,2.267297401
7767,1.0106,,7767,0.5667,,1.783306864
7768,0.8445,,7768,0.5714,,1.477948897
7769,2.66,,7769,1.1995,,2.217590663
7770,1.7973,,7770,1.12,,1.604732143
7771,1.3663,,7771,1.0004,,1.365753699
7772,1.3895,,7772,1.1399,,1.218966576
7773,0.5888,,7773,0.5642,,1.04360156
7774,1.8933,,7774,1.0943,,1.730147126
7775,0.5896,,7775,0.617,,0.955591572
7776,0.0171,,7776,0.0121,,1.41322314
7777,3.007,,7777,1.6019,,1.877145889
7778,0.903,,7778,0.5527,,1.63379772
7779,0.9337,,7779,0.605,,1.543305785
7780,1.8706,,7780,0.5464,,3.423499268
7781,3.4611,,7781,0.9895,,3.497827185
7782,1.0055,,7782,0.6772,,1.484790313
7783,3.5649,,7783,1.5782,,2.258839184
7784,5.2324,,7784,1.0417,,5.022943266
7785,0.8098,,7785,0.5629,,1.438621425
7786,2.7436,,7786,1.0514,,2.609473084
7787,3.0025,,7787,1.7142,,1.751545911
7788,1.7492,,7788,1.0325,,1.694140436
7789,1.1035,,7789,0.5601,,1.970183896
7790,2.4877,,7790,1.6667,,1.492590148
7791,2.2431,,7791,1.1017,,2.036035218
7792,0.7735,,7792,0.5686,,1.360358776
7793,1.1799,,7793,0.5879,,2.006973975
7794,0.7861,,7794,0.5839,,1.346292173
7795,0.5819,,7795,0.7454,,0.780654682
7796,0.6374,,7796,0.552,,1.154710145
7797,1.7689,,7797,1.0046,,1.760800319
7798,3.3044,,7798,2.082,,1.587127762
7799,2.6835,,7799,1.1249,,2.385545382
7800,1.8254,,7800,0.6016,,3.034242021
7801,2.8523,,7801,1.04,,2.742596154
7802,2.1518,,7802,1.0343,,2.080440878
7803,1.1262,,7803,0.5789,,1.945413716
7804,0.8107,,7804,0.6798,,1.192556634
7805,3.3589,,7805,2.4297,,1.382434045
7806,1.2205,,7806,0.5544,,2.201479076
7807,1.9395,,7807,1.0455,,1.855093257
7808,0.803,,7808,0.5373,,1.494509585
7809,1.9396,,7809,1.1082,,1.750225591
7810,1.8995,,7810,0.9777,,1.942824997
7811,3.838,,7811,1.8736,,2.048462852
7812,1.3064,,7812,1.0812,,1.208287088
7813,2.3211,,7813,1.7594,,1.319256565
7814,0.8759,,7814,0.5687,,1.540179356
7815,1.1064,,7815,0.5663,,1.95373477
7816,1.0996,,7816,0.5573,,1.973084515
7817,1.211,,7817,0.5602,,2.161727954
7818,0.8722,,7818,0.5648,,1.544263456
7819,2.2477,,7819,1.058,,2.124480151
7820,1.692,,7820,0.9743,,1.736631428
7821,2.528,,7821,1.0864,,2.326951399
7822,0.7818,,7822,0.5637,,1.38690793
7823,0.9556,,7823,0.5464,,1.748901903
7824,1.3639,,7824,0.5537,,2.463247246
7825,1.8786,,7825,0.5897,,3.185687638
7826,3.1964,,7826,1.6289,,1.962305851
7827,0.8635,,7827,0.5336,,1.618253373
7828,2.0637,,7828,1.5732,,1.311784897
7829,0.8352,,7829,0.5734,,1.456574817
7830,0.9923,,7830,0.5833,,1.701182925
7831,1.8448,,7831,1.1169,,1.651714567
7832,1.4025,,7832,1.2236,,1.146207911
7833,2.6312,,7833,2.297,,1.145494123
7834,1.0934,,7834,0.6606,,1.655161974
7835,1.2075,,7835,0.6413,,1.882894121
7836,0.9384,,7836,0.5383,,1.743265837
7837,2.0502,,7837,1.1035,,1.857906661
7838,0.5458,,7838,0.5982,,0.912403878
7839,1.5764,,7839,1.0624,,1.483810241
7840,1.8373,,7840,1.0496,,1.750476372
7841,2.232,,7841,0.5629,,3.965180316
7842,1.12,,7842,0.5214,,2.148062908
7843,2.8697,,7843,1.8865,,1.521176782
7844,4.0833,,7844,2.1355,,1.912104893
7845,1.8915,,7845,0.5852,,3.232228298
7846,1.5943,,7846,0.5577,,2.858705397
7847,2.6451,,7847,1.1641,,2.272227472
7848,1.1397,,7848,0.6628,,1.719523235
7849,1.5467,,7849,0.9708,,1.593222085
7850,0.6769,,7850,0.5886,,1.150016989
7851,0.8913,,7851,0.5798,,1.537254226
7852,1.7827,,7852,2.0601,,0.865346342
7853,1.256,,7853,0.5953,,2.109860575
7854,1.1958,,7854,1.0557,,1.132708156
7855,0.811,,7855,0.5465,,1.483989021
7856,0.724,,7856,0.5612,,1.290092659
7857,2.6103,,7857,0.5209,,5.011134575
7858,1.7123,,7858,0.5283,,3.241150861
7859,1.8742,,7859,0.998,,1.877955912
7860,1.1262,,7860,0.6015,,1.872319202
7861,1.832,,7861,1.0954,,1.672448421
7862,1.2384,,7862,0.5837,,2.121637828
7863,1.4474,,7863,0.602,,2.404318937
7864,0.8442,,7864,0.5432,,1.554123711
7865,5.7416,,7865,1.6056,,3.575984056
7866,2.2971,,7866,0.9877,,2.325706186
7867,1.278,,7867,0.5252,,2.43335872
7868,2.3736,,7868,1.1111,,2.136261363
7869,2.3467,,7869,1.8998,,1.235235288
7870,1.6705,,7870,0.6338,,2.635689492
7871,1.9818,,7871,1.0507,,1.886171124
7872,1.2228,,7872,0.5315,,2.300658514
7873,1.3381,,7873,0.6839,,1.956572598
7874,2.1716,,7874,1.5661,,1.386629206
7875,0.6473,,7875,0.7639,,0.84736222
7876,1.4717,,7876,1.0311,,1.427310639
7877,1.1048,,7877,0.6269,,1.762322539
7878,2.5433,,7878,1.561,,1.629276105
7879,0.761,,7879,0.5698,,1.335556336
7880,1.828,,7880,0.584,,3.130136986
7881,3.9919,,7881,1.7257,,2.313206235
7882,2.8361,,7882,1.1897,,2.383878289
7883,0.7752,,7883,0.6301,,1.230280908
7884,0.8673,,7884,0.5708,,1.519446391
7885,1.277,,7885,1.3309,,0.959501089
7886,0.5759,,7886,0.5411,,1.064313436
7887,1.8166,,7887,1.0473,,1.734555524
7888,1.3983,,7888,1.1342,,1.232851349
7889,5.549,,7889,1.6408,,3.381886884
7890,0.7945,,7890,0.5924,,1.341154625
7891,2.5582,,7891,1.2139,,2.107422358
7892,4.8715,,7892,0.5975,,8.153138075
7893,2.4868,,7893,0.5606,,4.43596147
7894,0.8061,,7894,0.5765,,1.398265395
7895,0.7888,,7895,0.5326,,1.481036425
7896,2.6501,,7896,1.528,,1.734358639
7897,1.3831,,7897,1.1499,,1.202800243
7898,1.503,,7898,1.47,,1.02244898
7899,1.0282,,7899,0.5881,,1.748342119
7900,0.5822,,7900,0.5503,,1.057968381
7901,1.7302,,7901,0.5459,,3.169444953
7902,1.8795,,7902,0.5558,,3.381612091
7903,3.1529,,7903,1.6218,,1.944074485
7904,1.6273,,7904,1.3838,,1.175964735
7905,1.6695,,7905,1.0718,,1.557660011
7906,1.7825,,7906,1.0325,,1.726392252
7907,1.5614,,7907,0.581,,2.687435456
7908,0.9728,,7908,0.5498,,1.76937068
7909,3.035,,7909,1.037,,2.926711668
7910,2.1237,,7910,1.384,,1.534465318
7911,1.0573,,7911,0.6153,,1.718348773
7912,2.5515,,7912,1.2515,,2.038753496
7913,2.0976,,7913,0.9821,,2.135831382
7914,1.0558,,7914,0.5556,,1.900287977
7915,1.3972,,7915,0.5962,,2.34350889
7916,0.964,,7916,0.6152,,1.566970091
7917,3.4689,,7917,1.6066,,2.159155982
7918,1.7872,,7918,1.006,,1.776540755
7919,2.2542,,7919,0.5203,,4.33250048
7920,1.0981,,7920,0.5594,,1.962996067
7921,0.7862,,7921,0.5391,,1.45835652
7922,2.6086,,7922,1.1358,,2.296707167
7923,2.3029,,7923,1.6257,,1.416559021
7924,2.9088,,7924,1.8593,,1.564459743
7925,0.9993,,7925,0.5483,,1.822542404
7926,0.7358,,7926,0.6268,,1.17389917
7927,2.4326,,7927,0.607,,4.007578254
7928,1.0152,,7928,0.5799,,1.750646663
7929,1.2736,,7929,0.5965,,2.135121542
7930,2.2454,,7930,1.1262,,1.993784408
7931,2.8843,,7931,1.5654,,1.84253226
7932,0.7594,,7932,0.5674,,1.338385619
7933,1.0558,,7933,0.5374,,1.964644585
7934,0.786,,7934,0.5742,,1.368861024
7935,0.8105,,7935,0.6861,,1.181314677
7936,1.1698,,7936,0.5492,,2.130007283
7937,1.2601,,7937,0.6411,,1.965527999
7938,1.0961,,7938,1.0514,,1.042514742
7939,1.5394,,7939,1.1828,,1.301487995
7940,0.848,,7940,0.5654,,1.499823134
7941,0.9947,,7941,0.6066,,1.639795582
7942,2.608,,7942,1.7378,,1.500748072
7943,3.5716,,7943,2.0836,,1.714148589
7944,0.928,,7944,0.6129,,1.514113232
7945,2.2234,,7945,1.0502,,2.117120548
7946,2.646,,7946,1.0612,,2.493403694
7947,0.9811,,7947,0.559,,1.75509839
7948,0.8153,,7948,0.5498,,1.482902874
7949,1.0906,,7949,0.6063,,1.798779482
7950,0.8873,,7950,0.8487,,1.045481324
7951,1.1409,,7951,0.5951,,1.91715678
7952,2.3716,,7952,1.1671,,2.03204524
7953,1.6838,,7953,1.0883,,1.547183681
7954,2.0289,,7954,1.9335,,1.049340574
7955,3.0763,,7955,2.5061,,1.227524839
7956,2.6551,,7956,1.1603,,2.288287512
7957,2.4203,,7957,1.795,,1.348356546
7958,2.1309,,7958,1.1627,,1.832716952
7959,2.3999,,7959,1.5291,,1.569485318
7960,0.7756,,7960,0.5649,,1.372986369
7961,3.0801,,7961,2.1621,,1.424587207
7962,1.2999,,7962,0.5728,,2.269378492
7963,1.1949,,7963,0.5662,,2.110385023
7964,2.0575,,7964,1.1247,,1.829376723
7965,0.5555,,7965,0.5485,,1.012762078
7966,1.88,,7966,1.0424,,1.803530315
7967,1.5161,,7967,1.0213,,1.484480564
7968,1.3303,,7968,0.561,,2.371301248
7969,2.0561,,7969,1.1082,,1.85535102
7970,0.7747,,7970,0.5617,,1.379205982
7971,0.8203,,7971,0.5993,,1.368763557
7972,0.83,,7972,0.6631,,1.251696577
7973,1.8724,,7973,1.0159,,1.843094793
7974,1.199,,7974,0.5708,,2.100560617
7975,2.4347,,7975,1.2739,,1.911217521
7976,0.6954,,7976,0.7656,,0.90830721
7977,0.7672,,7977,0.6247,,1.228109493
7978,1.2691,,7978,0.6168,,2.057555123
7979,3.0232,,7979,1.0661,,2.835756496
7980,2.4774,,7980,1.068,,2.319662921
7981,1.6615,,7981,1.1542,,1.439525212
7982,1.3331,,7982,1.1411,,1.168258698
7983,0.6928,,7983,0.6096,,1.13648294
7984,0.8698,,7984,0.537,,1.619739292
7985,0.8466,,7985,0.5886,,1.438328236
7986,1.8974,,7986,1.1533,,1.645192058
7987,1.658,,7987,1.1025,,1.503854875
7988,1.075,,7988,0.5587,,1.92410954
7989,2.376,,7989,0.5747,,4.134330955
7990,2.9806,,7990,1.1256,,2.64800995
7991,3.0456,,7991,1.5123,,2.013886134
7992,0.9943,,7992,0.5366,,1.852963101
7993,0.7819,,7993,0.5881,,1.329535793
7994,2.3287,,7994,1.7172,,1.356102958
7995,1.7869,,7995,1.1638,,1.535401272
7996,0.8531,,7996,0.5633,,1.514468312
7997,1.3105,,7997,1.0196,,1.285307964
7998,2.3133,,7998,1.6797,,1.377210216
7999,2.2766,,7999,1.9481,,1.168625841
8000,0.017,,8000,0.0119,,1.428571429
8001,1.8455,,8001,1.3466,,1.370488638
8002,0.862,,8002,0.5799,,1.486463183
8003,2.2052,,8003,1.2137,,1.816923457
8004,4.8386,,8004,1.0643,,4.546274547
8005,1.6069,,8005,0.567,,2.834038801
8006,1.4487,,8006,0.5552,,2.609329971
8007,2.2359,,8007,1.0373,,2.155499855
8008,3.342,,8008,2.2459,,1.488044882
8009,0.8819,,8009,0.5718,,1.54232249
8010,1.0829,,8010,0.5863,,1.847006652
8011,0.8646,,8011,0.611,,1.415057283
8012,1.2969,,8012,0.5565,,2.330458221
8013,1.5213,,8013,0.5562,,2.735167206
8014,2.4762,,8014,0.5742,,4.312434692
8015,3.682,,8015,1.8077,,2.036842396
8016,1.3092,,8016,0.5575,,2.348340807
8017,1.0742,,8017,0.5704,,1.883239832
8018,2.5159,,8018,1.9399,,1.296922522
8019,0.8191,,8019,0.5165,,1.585866409
8020,0.7693,,8020,0.5726,,1.343520782
8021,2.3002,,8021,1.0715,,2.146710219
8022,2.2966,,8022,1.1787,,1.948417748
8023,1.824,,8023,1.1592,,1.573498965
8024,2.4483,,8024,1.1978,,2.043997328
8025,1.2162,,8025,0.5198,,2.339746056
8026,0.9315,,8026,0.5846,,1.593397195
8027,3.1128,,8027,1.1601,,2.683216964
8028,1.6634,,8028,0.5453,,3.050430955
8029,3.3122,,8029,1.5396,,2.15133801
8030,3.8142,,8030,1.0897,,3.500229421
8031,1.1107,,8031,0.5461,,2.033876579
8032,0.6107,,8032,0.5376,,1.135974702
8033,3.192,,8033,1.1026,,2.894975512
8034,2.6698,,8034,1.2057,,2.214315335
8035,0.7545,,8035,0.5341,,1.412656806
8036,1.2328,,8036,0.9601,,1.284032913
8037,1.3853,,8037,1.1065,,1.251965657
8038,1.6001,,8038,0.5413,,2.956031775
8039,0.858,,8039,0.4676,,1.834901625
8040,0.9197,,8040,0.6772,,1.358092144
8041,3.5432,,8041,1.5944,,2.222277973
8042,0.9056,,8042,0.5484,,1.65134938
8043,2.4891,,8043,1.0744,,2.316734922
8044,0.7586,,8044,0.5705,,1.32971078
8045,0.8589,,8045,0.5366,,1.600633619
8046,0.7758,,8046,0.5622,,1.379935966
8047,3.1572,,8047,1.6354,,1.930536872
8048,0.6866,,8048,0.6069,,1.131323117
8049,0.6234,,8049,0.5682,,1.097148891
8050,1.6435,,8050,1.1538,,1.424423644
8051,2.0452,,8051,1.4635,,1.397471814
8052,2.1374,,8052,1.0975,,1.947517084
8053,0.9291,,8053,0.5893,,1.576616324
8054,0.7685,,8054,0.5706,,1.3468279
8055,0.667,,8055,0.5728,,1.164455307
8056,1.838,,8056,1.328,,1.384036145
8057,1.6547,,8057,1.1546,,1.433137017
8058,2.5802,,8058,1.1559,,2.232200017
8059,0.9675,,8059,0.5752,,1.682023644
8060,2.0699,,8060,1.2458,,1.661502649
8061,0.9269,,8061,0.558,,1.661111111
8062,1.7315,,8062,1.1174,,1.549579381
8063,1.9572,,8063,1.1432,,1.712036389
8064,1.2112,,8064,0.5076,,2.386130812
8065,1.3346,,8065,0.5649,,2.362542043
8066,4.0682,,8066,1.5847,,2.567173598
8067,0.8474,,8067,0.578,,1.466089965
8068,0.9003,,8068,0.553,,1.628028933
8069,0.8463,,8069,0.6341,,1.334647532
8070,1.0465,,8070,0.5622,,1.861437211
8071,2.7612,,8071,1.2262,,2.251834937
8072,0.9318,,8072,0.5594,,1.665713264
8073,2.0704,,8073,1.0532,,1.965818458
8074,2.1352,,8074,1.0772,,1.982176012
8075,2.4683,,8075,1.1173,,2.209164951
8076,0.9752,,8076,0.5828,,1.673301304
8077,4.3251,,8077,1.077,,4.015877437
8078,1.27,,8078,1.0855,,1.169967757
8079,1.0919,,8079,0.583,,1.872898799
8080,1.3708,,8080,0.5701,,2.40449044
8081,1.602,,8081,0.5993,,2.673118638
8082,1.051,,8082,0.5556,,1.891648668
8083,1.5316,,8083,1.1097,,1.380192845
8084,3.233,,8084,1.5835,,2.041679823
8085,1.9494,,8085,1.1006,,1.771215701
8086,2.4098,,8086,1.3083,,1.841932279
8087,1.6649,,8087,0.6057,,2.748720489
8088,2.9043,,8088,0.57,,5.095263158
8089,2.0127,,8089,0.5525,,3.642895928
8090,4.9626,,8090,0.6755,,7.346558105
8091,1.9511,,8091,1.0996,,1.774372499
8092,2.2433,,8092,0.9902,,2.265501919
8093,0.5644,,8093,0.5651,,0.998761281
8094,1.7146,,8094,1.0616,,1.615109269
8095,0.8488,,8095,0.5445,,1.558861341
8096,1.8167,,8096,1.1061,,1.642437393
8097,0.8879,,8097,0.5544,,1.601551227
8098,0.8454,,8098,0.5248,,1.61089939
8099,2.112,,8099,0.9816,,2.151589242
8100,0.0105,,8100,0.0073,,1.438356164
8101,0.9123,,8101,0.5838,,1.562692703
8102,1.3024,,8102,0.5683,,2.291747317
8103,2.2892,,8103,1.6051,,1.426203975
8104,0.8143,,8104,0.5687,,1.431862142
8105,0.9238,,8105,0.587,,1.573764906
8106,2.1922,,8106,1.5949,,1.374506239
8107,2.0274,,8107,1.6165,,1.254191154
8108,0.9693,,8108,0.5507,,1.760123479
8109,1.4796,,8109,1.001,,1.478121878
8110,0.7741,,8110,0.5107,,1.515762679
8111,0.9329,,8111,0.5789,,1.611504578
8112,1.3801,,8112,0.9839,,1.4026832
8113,1.7448,,8113,1.2297,,1.418882654
8114,1.0217,,8114,0.564,,1.811524823
8115,0.8428,,8115,0.6115,,1.378250204
8116,3.6323,,8116,0.5456,,6.657441349
8117,0.9563,,8117,0.5597,,1.70859389
8118,2.9039,,8118,1.1886,,2.443126367
8119,2.48,,8119,1.0433,,2.37707275
8120,3.7279,,8120,1.6022,,2.326738235
8121,0.704,,8121,0.5561,,1.26595936
8122,3.2691,,8122,2.305,,1.418264642
8123,0.5995,,8123,0.5356,,1.119305452
8124,1.2185,,8124,0.5524,,2.205829109
8125,0.7755,,8125,0.5364,,1.445749441
8126,1.3997,,8126,1.0534,,1.328745016
8127,2.7498,,8127,1.6329,,1.683997795
8128,1.1241,,8128,0.5198,,2.162562524
8129,1.6586,,8129,1.0562,,1.570346525
8130,0.5809,,8130,0.6174,,0.940881114
8131,1.5625,,8131,1.0393,,1.503415761
8132,2.9082,,8132,1.5311,,1.899418719
8133,0.6416,,8133,0.5648,,1.135977337
8134,1.7248,,8134,0.9122,,1.890813418
8135,0.8065,,8135,0.5692,,1.416900914
8136,1.0504,,8136,0.5371,,1.955687954
8137,2.4711,,8137,1.8301,,1.350254084
8138,1.8603,,8138,1.0751,,1.730350665
8139,0.7526,,8139,0.5697,,1.321046165
8140,1.7889,,8140,1.0491,,1.705175865
8141,2.4309,,8141,3.1386,,0.774517301
8142,2.4118,,8142,1.0736,,2.246460507
8143,2.581,,8143,1.0981,,2.350423459
8144,1.3213,,8144,0.6154,,2.147058824
8145,4.2975,,8145,0.5864,,7.32861528
8146,0.8947,,8146,0.5888,,1.51953125
8147,2.093,,8147,0.5807,,3.604270708
8148,2.3101,,8148,1.5465,,1.493760103
8149,1.2606,,8149,1.0812,,1.165926748
8150,0.8176,,8150,0.5734,,1.425880712
8151,2.3437,,8151,1.8721,,1.25190962
8152,1.9304,,8152,0.6422,,3.00591716
8153,1.9364,,8153,1.0899,,1.776676759
8154,0.7538,,8154,0.5129,,1.469682199
8155,1.6509,,8155,1.0639,,1.551743585
8156,0.9757,,8156,0.5253,,1.857414811
8157,1.7323,,8157,0.5808,,2.982610193
8158,0.9623,,8158,0.5423,,1.774479071
8159,1.7315,,8159,1.1657,,1.485373595
8160,1.0945,,8160,0.5743,,1.905798363
8161,0.5776,,8161,0.563,,1.025932504
8162,2.0865,,8162,1.725,,1.209565217
8163,0.6356,,8163,0.5945,,1.069133726
8164,2.5011,,8164,1.6438,,1.521535467
8165,1.6623,,8165,1.1154,,1.490317375
8166,1.0645,,8166,0.5754,,1.850017379
8167,0.8987,,8167,0.5674,,1.583891435
8168,1.1929,,8168,0.5674,,2.102396898
8169,2.7695,,8169,1.5458,,1.79162893
8170,1.9295,,8170,1.156,,1.669117647
8171,0.8233,,8171,0.5353,,1.538016066
8172,1.6176,,8172,0.5865,,2.758056266
8173,2.4801,,8173,1.1507,,2.155296776
8174,2.2772,,8174,1.1146,,2.043064777
8175,0.8517,,8175,0.5705,,1.492900964
8176,1.8442,,8176,1.0487,,1.758558215
8177,8.1608,,8177,1.0392,,7.852963818
8178,2.922,,8178,1.2294,,2.376769156
8179,1.129,,8179,0.5566,,2.028386633
8180,0.8541,,8180,0.5652,,1.511146497
8181,1.6996,,8181,0.5882,,2.88949337
8182,2.2797,,8182,0.5796,,3.933229814
8183,2.2692,,8183,1.0587,,2.143383395
8184,1.9104,,8184,1.1314,,1.688527488
8185,0.8756,,8185,0.5487,,1.595771824
8186,1.7375,,8186,0.6099,,2.848827677
8187,1.1045,,8187,0.6155,,1.794476036
8188,2.7475,,8188,1.1331,,2.424763922
8189,3.188,,8189,1.6417,,1.941889505
8190,2.7477,,8190,1.0047,,2.734846223
8191,1.5395,,8191,0.524,,2.937977099
8192,0.019,,8192,0.0119,,1.596638655
8193,0.7373,,8193,0.564,,1.307269504
8194,2.6589,,8194,1.1175,,2.379328859
8195,2.0366,,8195,1.2073,,1.686904663
8196,0.737,,8196,0.5688,,1.295710267
8197,2.8827,,8197,1.6408,,1.756886884
8198,0.7339,,8198,0.5745,,1.27745866
8199,0.8835,,8199,0.567,,1.558201058
8200,0.7854,,8200,0.5995,,1.310091743
8201,1.8631,,8201,1.1557,,1.612096565
8202,0.8769,,8202,0.5594,,1.567572399
8203,3.7254,,8203,1.6242,,2.293683044
8204,2.9515,,8204,1.7563,,1.680521551
8205,3.0183,,8205,0.5422,,5.566765031
8206,1.6559,,8206,1.1864,,1.395734997
8207,3.8957,,8207,1.0911,,3.570433507
8208,0.8566,,8208,0.5734,,1.493896059
8209,2.1757,,8209,0.5689,,3.824397961
8210,0.8466,,8210,0.511,,1.656751468
8211,1.4541,,8211,1.089,,1.335261708
8212,0.8346,,8212,0.5697,,1.464981569
8213,4.508,,8213,2.6693,,1.688832278
8214,3.3371,,8214,1.1191,,2.981949781
8215,3.1917,,8215,1.895,,1.684274406
8216,2.3188,,8216,1.0366,,2.23692842
8217,1.5443,,8217,1.0885,,1.418741387
8218,2.1368,,8218,1.1875,,1.799410526
8219,0.7159,,8219,0.6262,,1.14324497
8220,0.7574,,8220,0.6828,,1.109256005
8221,0.8755,,8221,0.6388,,1.37053851
8222,1.0975,,8222,0.6252,,1.75543826
8223,1.054,,8223,0.5842,,1.804176652
8224,0.9823,,8224,0.5881,,1.670294168
8225,3.6988,,8225,1.6248,,2.276464796
8226,0.7856,,8226,0.5731,,1.370790438
8227,2.4885,,8227,1.6181,,1.537914838
8228,3.0478,,8228,1.5952,,1.91060682
8229,1.5838,,8229,1.0861,,1.458245097
8230,0.9115,,8230,0.5466,,1.667581412
8231,4.4196,,8231,0.5847,,7.558748076
8232,2.6749,,8232,0.9922,,2.69592824
8233,1.8055,,8233,0.5658,,3.191056911
8234,1.5827,,8234,1.1238,,1.408346681
8235,0.9475,,8235,0.5287,,1.792131644
8236,1.3539,,8236,1.1465,,1.180898386
8237,0.7705,,8237,0.5791,,1.330512865
8238,0.6242,,8238,0.5553,,1.124077075
8239,1.7425,,8239,1.1419,,1.525965496
8240,0.6274,,8240,0.5805,,1.08079242
8241,1.3262,,8241,1.1202,,1.183895733
8242,3.5829,,8242,1.6335,,2.19338843
8243,0.8051,,8243,0.5981,,1.346095971
8244,1.5598,,8244,0.5582,,2.794338947
8245,2.4952,,8245,1.2227,,2.040729533
8246,2.2517,,8246,1.131,,1.990893015
8247,1.6268,,8247,0.5265,,3.089838557
8248,0.9339,,8248,0.4959,,1.883242589
8249,1.6757,,8249,1.0752,,1.558500744
8250,1.0198,,8250,0.5663,,1.80081229
8251,3.0871,,8251,1.7721,,1.742057446
8252,0.8797,,8252,0.5555,,1.583618362
8253,2.693,,8253,1.1198,,2.404893731
8254,0.8306,,8254,0.5804,,1.431082012
8255,3.2579,,8255,2.1508,,1.514738702
8256,0.7675,,8256,0.5784,,1.326936376
8257,1.5847,,8257,1.1621,,1.363652009
8258,1.4068,,8258,0.5672,,2.480253879
8259,2.1993,,8259,0.5804,,3.789283253
8260,2.4754,,8260,1.8334,,1.350169085
8261,1.7788,,8261,1.0669,,1.667260287
8262,1.0935,,8262,0.5623,,1.944691446
8263,0.764,,8263,0.5698,,1.340821341
8264,0.8609,,8264,0.5623,,1.531033256
8265,1.9206,,8265,1.1043,,1.739201304
8266,0.6864,,8266,0.5797,,1.184060721
8267,2.348,,8267,1.6588,,1.415481071
8268,2.1242,,8268,1.0464,,2.030007645
8269,1.025,,8269,0.582,,1.761168385
8270,0.7489,,8270,0.5702,,1.313398807
8271,0.8384,,8271,0.6128,,1.368146214
8272,1.5858,,8272,1.1595,,1.367658473
8273,0.8039,,8273,0.6368,,1.262405779
8274,4.5,,8274,2.1874,,2.057236902
8275,0.7729,,8275,0.5591,,1.382400286
8276,2.1303,,8276,0.5468,,3.895940015
8277,2.8522,,8277,1.7535,,1.626575421
8278,0.866,,8278,0.5292,,1.636432351
8279,2.2413,,8279,1.1033,,2.031451101
8280,1.2985,,8280,0.5576,,2.328730273
8281,3.0242,,8281,1.7156,,1.762765213
8282,2.6103,,8282,1.0392,,2.511836028
8283,3.0768,,8283,1.0712,,2.872292756
8284,2.8795,,8284,1.1318,,2.544177417
8285,1.817,,8285,0.5884,,3.08803535
8286,1.6664,,8286,0.5221,,3.191725723
8287,1.7285,,8287,0.7169,,2.411075464
8288,1.3981,,8288,1.2198,,1.146171504
8289,0.8065,,8289,0.5598,,1.440693105
8290,0.6893,,8290,0.5724,,1.204227813
8291,0.6692,,8291,0.5634,,1.187788427
8292,0.9118,,8292,0.5589,,1.631418858
8293,1.0299,,8293,0.5575,,1.84735426
8294,2.8138,,8294,1.5755,,1.785972707
8295,2.8473,,8295,1.684,,1.690795724
8296,1.9477,,8296,1.0742,,1.813163284
8297,0.8749,,8297,0.5708,,1.532761037
8298,0.7766,,8298,0.607,,1.279406919
8299,2.4987,,8299,1.2223,,2.04426082
8300,0.7788,,8300,0.5326,,1.462260608
8301,0.9935,,8301,0.5503,,1.805378884
8302,2.5562,,8302,1.6801,,1.521457056
8303,1.3747,,8303,1.2793,,1.074572032
8304,0.6905,,8304,0.6264,,1.102330779
8305,1.3058,,8305,1.0636,,1.227717187
8306,0.8951,,8306,0.5603,,1.597537034
8307,1.7298,,8307,1.0577,,1.635435379
8308,2.2591,,8308,1.0758,,2.099925637
8309,2.4464,,8309,1.7035,,1.436102143
8310,0.8943,,8310,0.5674,,1.576136764
8311,2.0472,,8311,0.5806,,3.526007578
8312,0.8737,,8312,0.6205,,1.408058018
8313,3.3625,,8313,0.9874,,3.405408143
8314,1.5613,,8314,0.5992,,2.605640854
8315,3.5618,,8315,0.5357,,6.648870637
8316,2.5483,,8316,1.0606,,2.402696587
8317,0.8849,,8317,0.5224,,1.693912711
8318,3.0037,,8318,0.5965,,5.035540654
8319,1.7437,,8319,1.1867,,1.469368838
8320,1.5297,,8320,0.5337,,2.866216976
8321,1.8997,,8321,1.0844,,1.751844338
8322,3.2094,,8322,1.1443,,2.804684086
8323,2.6961,,8323,1.7805,,1.514237574
8324,2.7093,,8324,0.5298,,5.113816535
8325,1.815,,8325,0.6742,,2.692079502
